Differential gene expression analysis between FOXP3high vs. FOXP3low samples										
geneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	siggenes3	siggenes1	siggenes2	siggenes4
PADI1	-0.859261785	0.893898859	-2.978906406	0.004391408	0.035423029	-2.042457107	NA	FOXP3_low	PADI1	other
IGKV2D-29	-0.857347631	2.986073258	-1.65088496	0.104801557	0.256785797	-4.683106627	NA	not_sig	NA	other
TPSB2	0.853042912	3.884647514	2.831043611	0.006586246	0.044545603	-2.488208294	NA	FOXP3_high	TPSB2	other
DHFRP1	-0.852122044	0.001896366	-3.484992378	0.001009439	0.015031856	-0.78675961	NA	FOXP3_low	DHFRP1	other
LRRC15	0.850880114	6.040081616	3.062967849	0.003469805	0.03092039	-2.023946955	NA	FOXP3_high	LRRC15	other
IGHV6-1	-0.850181426	3.729038052	-1.444805066	0.154523709	0.326129963	-5.051626754	NA	not_sig	NA	other
ACTA2	0.847501858	6.412959069	2.996230288	0.004184571	0.034354894	-2.195833553	NA	FOXP3_high	ACTA2	other
IGKV1-27	-0.84730702	4.260281319	-1.617378424	0.111859436	0.266824789	-4.849618629	NA	not_sig	NA	other
COL14A1	0.84599856	5.361843288	1.936630814	0.058243917	0.175696155	-4.438239422	NA	not_sig	NA	other
UTY	0.845990065	3.668138394	0.869924635	0.388347476	0.58245319	-5.681118803	NA	not_sig	NA	other
BHLHA15	-0.841339108	0.848929222	-3.094564014	0.003172848	0.029275333	-1.766242459	NA	FOXP3_low	BHLHA15	other
PDGFB	0.841207091	4.387703637	4.14453564	1.26E-04	0.005128392	1.026379589	PDGFB	FOXP3_high	PDGFB	WH
IGHV3-7	-0.840948743	6.236169588	-1.926102629	0.0595772	0.178616869	-4.487387823	NA	not_sig	NA	other
NFIC	0.838433728	4.923003587	5.566173796	9.29E-07	0.001004636	5.547681538	NA	FOXP3_high	NFIC	other
H2BC11	-0.835993953	5.326430116	-4.722402314	1.81E-05	0.002137616	2.799175561	NA	FOXP3_low	H2BC11	other
KLRK1	-0.835531197	3.093733431	-2.876107062	0.005828102	0.041777414	-2.328687792	KLRK1	FOXP3_low	KLRK1	CD
SMPDL3B	-0.834979367	1.941431945	-2.817413932	0.006832933	0.0456729	-2.424886009	NA	FOXP3_low	SMPDL3B	other
HSPB1	0.834215035	5.536424377	2.503776397	0.015470789	0.075632718	-3.329820492	NA	not_sig	NA	other
ZNF75A	-0.833659606	6.798647937	-3.817583609	3.61E-04	0.008573581	0.026206602	NA	FOXP3_low	ZNF75A	other
EHD2	0.83133011	4.529856838	3.749549578	4.47E-04	0.00948753	-0.127329519	NA	FOXP3_high	EHD2	other
IGKV2D-40	-0.830644246	0.453351452	-2.364174866	0.021847535	0.09344132	-3.375171995	NA	not_sig	NA	other
DDX3Y	0.829754986	4.35016217	0.745951023	0.459062597	0.641303079	-5.858855247	NA	not_sig	NA	other
ATN1	0.828806303	3.717587425	3.737260795	4.65E-04	0.009703205	-0.133965539	NA	FOXP3_high	ATN1	other
CXCR2P1	0.828506923	3.81850847	2.566663695	0.013192555	0.068461363	-3.095528999	NA	not_sig	NA	other
ZNF469	0.828461065	4.292513944	4.996192758	7.01E-06	0.001431246	3.672181632	NA	FOXP3_high	ZNF469	other
SERPINB12	0.828040263	1.889484113	1.440875613	0.155626306	0.327770323	-4.925491643	NA	not_sig	NA	other
MMP3	0.8279657	9.853031615	1.22364724	0.226611999	0.415624833	-5.39274793	NA	not_sig	NA	other
MAGED4	0.827148291	1.44068717	3.803562621	3.77E-04	0.008771577	0.063881679	NA	FOXP3_high	MAGED4	other
PRRG3	0.824298798	1.915341158	3.39763349	0.001312283	0.017461416	-1.01527614	NA	FOXP3_high	PRRG3	other
IGLV6-57	-0.82165324	3.589443373	-1.800021354	0.077670897	0.212374478	-4.516131627	NA	not_sig	NA	other
CXCL11	-0.819343512	8.278029805	-1.968233408	0.054393988	0.168351641	-4.371835509	NA	not_sig	NA	other
FOLR2	0.819236571	3.40279382	2.285341758	0.026408705	0.10513401	-3.636016471	NA	not_sig	NA	other
IGHV3-62	-0.8189853	1.560437422	-1.770928607	0.082445095	0.220364017	-4.444553723	NA	not_sig	NA	other
CPNE5	-0.818934628	2.926985107	-2.928423639	0.005049785	0.038398179	-2.193616494	NA	FOXP3_low	CPNE5	other
IL6	0.818430884	4.578542605	2.015304471	0.049065538	0.156733323	-4.260952048	NA	not_sig	NA	other
FCGBP	0.815909024	5.137798602	2.310894158	0.024845111	0.101171003	-3.716883777	NA	not_sig	NA	other
ZBED2	-0.814257815	3.50838917	-3.148817965	0.002717836	0.026510261	-1.691599484	NA	FOXP3_low	ZBED2	other
EAF2	-0.813527047	3.277903943	-3.997564011	2.03E-04	0.00648525	0.614269775	NA	FOXP3_low	EAF2	other
NLGN2	0.813109292	3.045699622	4.282133606	8.01E-05	0.004220744	1.442901503	NA	FOXP3_high	NLGN2	other
GRID1	0.810824643	1.539189644	4.582481034	2.92E-05	0.002667326	2.295435611	NA	FOXP3_high	GRID1	other
PCOLCE	0.81081686	5.467585931	3.698435172	5.24E-04	0.010479688	-0.301496618	NA	FOXP3_high	PCOLCE	other
IGHV1-24	-0.810073949	2.475171423	-1.689328177	0.097156462	0.244821131	-4.597141311	NA	not_sig	NA	other
IGHV1-58	-0.80972596	1.274772873	-1.678478865	0.099266095	0.248079727	-4.58178879	NA	not_sig	NA	other
AC243919.1	-0.808887748	3.973845075	-2.507985465	0.015307837	0.075199858	-3.21892472	NA	not_sig	NA	other
PRDX4	-0.805994357	6.06917776	-5.601226232	8.19E-07	0.001001685	5.676920391	NA	FOXP3_low	PRDX4	other
CADM1	-0.80507262	5.257084549	-4.644537471	2.36E-05	0.00236685	2.553279979	CADM1	FOXP3_low	CADM1	CD
RPS4Y1	0.80397475	4.290173625	0.68784965	0.494610437	0.669581323	-5.88643536	NA	not_sig	NA	other
SSC5D	0.803091717	1.572303274	3.304348931	0.001730033	0.020342633	-1.251573691	NA	FOXP3_high	SSC5D	other
IGLC7	-0.801989624	1.440667391	-1.673785714	0.100190256	0.249512539	-4.585409369	NA	not_sig	NA	other
CCL17	0.801440364	0.752368384	3.124991389	0.002909545	0.027611162	-1.693046772	NA	FOXP3_high	CCL17	other
CCDC124	0.800541553	3.16359145	3.402569115	0.001293091	0.0173461	-1.025024205	NA	FOXP3_high	CCDC124	other
NKG7	-0.80001134	5.72735913	-2.734204144	0.008533643	0.052379439	-2.815552833	NA	not_sig	NA	other
MTND4P12	0.799524555	0.525699597	2.172346688	0.034419842	0.124354386	-3.744331205	NA	not_sig	NA	other
SPRR3	0.798771556	2.448879424	1.502432855	0.139046178	0.305494241	-4.88192766	NA	not_sig	NA	other
KDM6B	0.79647568	4.643835743	3.319298549	0.001655526	0.019811943	-1.318808527	NA	FOXP3_high	KDM6B	other
RTL8A	0.796164231	1.38762836	3.67144694	5.70E-04	0.011023124	-0.294124198	NA	FOXP3_high	RTL8A	other
IGLV8-61	-0.795993983	3.490541571	-1.544453221	0.128555069	0.291050444	-4.896519995	NA	not_sig	NA	other
SPAG4	-0.79522929	1.896377232	-3.465157777	0.001071716	0.015474824	-0.839852361	NA	FOXP3_low	SPAG4	other
CD34	0.794992358	4.308352456	3.808916509	3.71E-04	0.008714681	0.052219699	CD34	FOXP3_high	CD34	WH
HLA-DQA2	0.793587372	2.163097233	1.030443983	0.307580133	0.504000553	-5.408483901	NA	not_sig	NA	other
CXCL6	0.792372472	1.296711996	2.138609873	0.037194119	0.130548279	-3.818253193	NA	not_sig	NA	other
IGHV3-13	-0.792263866	1.736819357	-1.685530162	0.097890745	0.245983714	-4.573890882	NA	not_sig	NA	other
AC233755.2	-0.790942516	1.808768982	-1.766085559	0.083263155	0.221789007	-4.45826197	NA	not_sig	NA	other
IGHV2-5	-0.790430285	4.155160982	-1.72748412	0.09002824	0.232855098	-4.667433874	NA	not_sig	NA	other
MMP8	0.788975597	0.839067864	3.044544752	0.003654768	0.031708102	-1.887621469	NA	FOXP3_high	MMP8	other
LYNX1	0.787792991	2.271505221	3.288758019	0.001811109	0.020942091	-1.296360231	NA	FOXP3_high	LYNX1	other
LMCD1	0.786857648	4.88250824	3.280935717	0.001853127	0.021156534	-1.426765041	NA	FOXP3_high	LMCD1	other
GIPC3	0.785662686	0.989679806	4.763941045	1.57E-05	0.00194692	2.830144292	NA	FOXP3_high	GIPC3	other
IGHV4-28	-0.7849672	1.871530092	-1.755593631	0.085058612	0.224684364	-4.47033321	NA	not_sig	NA	other
FAM92B	-0.784230139	0.666142784	-3.110996635	0.003027993	0.028320248	-1.725867805	NA	FOXP3_low	FAM92B	other
LBP	0.783759012	1.255738357	2.282021712	0.026618158	0.105530664	-3.544894265	NA	not_sig	NA	other
ALDH3B2	0.782338364	5.122538734	2.047390344	0.045697236	0.149572851	-4.231986509	NA	not_sig	NA	other
MYH11	0.782275112	4.410014641	3.514635658	9.23E-04	0.01431348	-0.775698837	NA	FOXP3_high	MYH11	other
COL1A2	0.782231751	11.44347862	2.786965431	0.007415187	0.04819168	-2.569980706	NA	FOXP3_high	COL1A2	other
AC139495.2	0.780967168	3.471730655	3.721347537	4.88E-04	0.009975622	-0.174341968	NA	FOXP3_high	AC139495.2	other
SELENON	0.779668694	5.521052692	4.4339821	4.82E-05	0.00341725	1.889078146	NA	FOXP3_high	SELENON	other
MAPK13	0.778738959	5.631588443	3.633505591	6.41E-04	0.011809318	-0.489335297	NA	FOXP3_high	MAPK13	other
PPDPF	0.778332555	3.297400614	3.782444238	4.03E-04	0.009050391	0.002602496	NA	FOXP3_high	PPDPF	other
ABLIM3	0.777767858	3.099077658	4.482848021	4.09E-05	0.003143824	2.043573732	NA	FOXP3_high	ABLIM3	other
RAB7A	0.777692972	6.343442333	3.88939515	2.87E-04	0.007538209	0.235613269	NA	FOXP3_high	RAB7A	other
SLC7A8	0.777426391	3.604666097	3.846830593	3.29E-04	0.008096613	0.178411167	NA	FOXP3_high	SLC7A8	other
SUSD2	0.775210945	1.749466927	2.816596674	0.006847992	0.045755704	-2.425960978	NA	FOXP3_high	SUSD2	other
ABCD2	-0.772776913	4.136285515	-4.078149528	1.57E-04	0.005620919	0.839264159	NA	FOXP3_low	ABCD2	other
CYP4F3	0.772186342	2.074410648	3.285768992	0.001827057	0.02104126	-1.303760874	NA	FOXP3_high	CYP4F3	other
FBLN1	0.772071821	5.828401229	3.294094677	0.001782961	0.020742667	-1.42081571	FBLN1	FOXP3_high	FBLN1	WH
MMP2	0.771542484	9.868159616	3.865243579	3.10E-04	0.007828385	0.211535403	MMP2	FOXP3_high	MMP2	WH
PAPPA	0.769170691	4.776199076	3.14738729	0.002729004	0.026526449	-1.769192498	NA	FOXP3_high	PAPPA	other
NUGGC	-0.767946613	3.57830588	-3.378838714	0.001387871	0.018005418	-1.095151876	NA	FOXP3_low	NUGGC	other
IGHV3-35	-0.767750444	1.256678685	-1.359688263	0.179806886	0.359257136	-5.012414526	NA	not_sig	NA	other
IGSF21	0.767427444	1.525007494	3.350622657	0.001509148	0.018905744	-1.134095515	NA	FOXP3_high	IGSF21	other
AC141272.1	-0.766668338	2.612731022	-1.456401376	0.151305395	0.322276728	-4.929610916	NA	not_sig	NA	other
F8A1	0.76665323	1.671706375	2.325656769	0.023979849	0.099077705	-3.468562375	NA	not_sig	NA	other
IGLV1-40	-0.766364014	4.450762738	-1.833278501	0.072499354	0.203199909	-4.53573695	NA	not_sig	NA	other
ZFP36	0.764980117	5.776870874	2.86231327	0.006051108	0.042521636	-2.518848612	ZFP36	FOXP3_high	ZFP36	WH
KLRC3	-0.76484148	1.877776779	-3.449437202	0.001123657	0.015907929	-0.881134455	KLRC3	FOXP3_low	KLRC3	CD
RUNX1T1	0.764801959	2.933848094	4.118554383	1.37E-04	0.005329825	0.961866617	NA	FOXP3_high	RUNX1T1	other
APLNR	0.764787756	3.765755432	3.098983573	0.003133263	0.029075548	-1.823983869	APLNR	FOXP3_high	APLNR	WH
TAS1R3	-0.764583571	1.41042035	-2.638218255	0.01097448	0.06073667	-2.8156245	NA	not_sig	NA	other
TENM3	0.762780353	3.338794466	2.834218069	0.006529987	0.04432264	-2.441942978	NA	FOXP3_high	TENM3	other
RASA4B	0.762732589	3.756460011	4.24016231	9.21E-05	0.004453233	1.322212296	NA	FOXP3_high	RASA4B	other
FLG2	-0.762468589	7.056793446	-0.776782824	0.440813131	0.627288809	-5.956158572	NA	not_sig	NA	other
ADAMTS4	0.762014154	6.625141734	2.34043476	0.023140718	0.097104827	-3.697983263	NA	not_sig	NA	other
HLA-DRB3	-0.761934128	8.003395198	-1.273484281	0.208520663	0.393619528	-5.441329837	NA	not_sig	NA	other
ZNF703	0.758899559	1.918316045	4.129503016	1.32E-04	0.005286413	0.979647869	NA	FOXP3_high	ZNF703	other
APOBR	0.757946424	4.019548876	3.065681395	0.003443314	0.030840353	-1.934525271	NA	FOXP3_high	APOBR	other
IGHV4-61	-0.757485785	2.387081591	-1.236321907	0.221905151	0.410247837	-5.188769137	NA	not_sig	NA	other
IFNG	-0.756723125	4.262807736	-2.766370046	0.007834628	0.049829902	-2.672076679	IFNG	FOXP3_low	IFNG	CD
CRNN	0.756674902	1.086375923	1.764900806	0.083464303	0.22221051	-4.446907355	NA	not_sig	NA	other
H2BC8	-0.755748624	5.349721066	-4.887951485	1.02E-05	0.001682179	3.328542313	NA	FOXP3_low	H2BC8	other
RAB13	0.755317182	5.095909863	3.87529657	3.01E-04	0.007672636	0.215142221	NA	FOXP3_high	RAB13	other
MAOB	0.752882828	3.450918872	3.879533574	2.97E-04	0.007626763	0.274286933	NA	FOXP3_high	MAOB	other
TPSAB1	0.752880875	2.957122381	2.965762959	0.004554653	0.036077719	-2.118015674	NA	FOXP3_high	TPSAB1	other
LAMC2	-0.75276184	7.335659115	-1.58422066	0.11921892	0.27815041	-5.039327606	NA	not_sig	NA	other
DAB1	0.751970205	0.562945323	3.87113993	3.05E-04	0.007721302	0.246815849	NA	FOXP3_high	DAB1	other
SPDYE6	0.751827634	1.896521865	3.971539464	2.21E-04	0.006681767	0.532575315	NA	FOXP3_high	SPDYE6	other
NPHP3-ACAD11	0.750261675	0.64576781	2.320945776	0.024253001	0.09973839	-3.463399055	NA	not_sig	NA	other
AC008878.3	0.749749376	0.564644663	2.293466505	0.025902303	0.103809253	-3.515883963	NA	not_sig	NA	other
XCR1	0.749652908	3.556452378	3.332944132	0.00159018	0.019390955	-1.221989424	NA	FOXP3_high	XCR1	other
STAB1	0.748599821	7.135838561	2.880190017	0.005763569	0.041593391	-2.479150161	NA	FOXP3_high	STAB1	other
FAM157A	0.748001193	3.332772593	2.93736601	0.004926842	0.037852025	-2.209975064	NA	FOXP3_high	FAM157A	other
EFNA5	0.747269163	3.073362934	3.55727634	8.10E-04	0.013498206	-0.610840489	NA	FOXP3_high	EFNA5	other
IGLV4-60	-0.747040626	1.073489068	-1.672034325	0.100536937	0.250049088	-4.586141199	NA	not_sig	NA	other
MRPL12	0.746719661	2.83264669	3.413319971	0.001252204	0.017008298	-0.987563319	NA	FOXP3_high	MRPL12	other
KIAA1217	0.746302456	5.512446378	3.487888227	0.001000639	0.014939801	-0.892759338	NA	FOXP3_high	KIAA1217	other
IGHV1-69D	-0.746265029	5.705431071	-1.21910189	0.228317686	0.417933852	-5.498755311	NA	not_sig	NA	other
SCARF2	0.74624621	2.053754304	3.173023524	0.002535282	0.025629698	-1.583520051	NA	FOXP3_high	SCARF2	other
SMO	0.745363131	2.369630062	3.585589086	7.43E-04	0.012818153	-0.524659567	NA	FOXP3_high	SMO	other
HEYL	0.745167497	1.209061352	4.060269597	1.66E-04	0.005834679	0.776248971	NA	FOXP3_high	HEYL	other
AC241640.1	0.745059723	2.588538529	2.101859114	0.040437329	0.13786368	-3.934076985	NA	not_sig	NA	other
IL10	-0.744809124	2.636848767	-3.46661379	0.001067023	0.015459896	-0.842815747	NA	FOXP3_low	IL10	other
AC010422.6	0.742506629	-0.260566722	2.832450832	0.006561252	0.044446769	-2.376027587	NA	FOXP3_high	AC010422.6	other
ZYX	0.741602255	6.333277973	3.847003709	3.29E-04	0.008096613	0.111633671	NA	FOXP3_high	ZYX	other
SSBP3	0.741247598	3.593893002	3.534385131	8.69E-04	0.013999387	-0.687653355	NA	FOXP3_high	SSBP3	other
BMS1P7	-0.740183757	0.989267184	-2.875495685	0.005837822	0.041784699	-2.283299869	NA	FOXP3_low	BMS1P7	other
TNFSF12	0.739752878	2.73912781	4.315542524	7.17E-05	0.003960872	1.535319082	NA	FOXP3_high	TNFSF12	other
ZNF385D	0.73872925	2.534657663	3.664537486	5.83E-04	0.011223739	-0.313056627	NA	FOXP3_high	ZNF385D	other
TFPI2	-0.73868235	2.137877305	-2.406938821	0.019680417	0.087469622	-3.314951895	NA	not_sig	NA	other
CD79B	-0.73745249	3.493199458	-2.878150284	0.005795724	0.041649929	-2.345753312	NA	FOXP3_low	CD79B	other
C1QC	0.737391671	7.619808843	2.831517548	0.006577818	0.04450618	-2.586583076	NA	FOXP3_high	C1QC	other
EPAS1	0.737091988	7.630537219	5.423109806	1.55E-06	0.001184523	5.081214464	NA	FOXP3_high	EPAS1	other
AC247036.4	-0.736908035	0.613935975	-1.713044712	0.092673144	0.237401286	-4.518476359	NA	not_sig	NA	other
IGHV3-64D	-0.736908035	0.613935975	-1.713044712	0.092673144	0.237401286	-4.518476359	NA	not_sig	NA	other
PXDN	0.736162546	6.706564749	3.342930118	0.001543914	0.019102473	-1.29961992	NA	FOXP3_high	PXDN	other
INHBA	0.733532415	7.412674697	2.507324004	0.015333342	0.075247176	-3.331216244	NA	not_sig	NA	other
TP53INP2	0.733293562	3.927129788	4.6845195	2.06E-05	0.002260825	2.680442101	NA	FOXP3_high	TP53INP2	other
E2F5	-0.733072147	3.085066997	-3.329966173	0.001604229	0.019497814	-1.207525736	NA	FOXP3_low	E2F5	other
CYB5R3	0.731857677	5.350723006	4.855469221	1.14E-05	0.001748372	3.223490489	NA	FOXP3_high	CYB5R3	other
SPI1	0.731841865	5.188440738	4.055386199	1.69E-04	0.005879633	0.740650947	NA	FOXP3_high	SPI1	other
TMEM134	0.731437846	3.089697987	3.459918692	0.001088767	0.01562878	-0.87058946	NA	FOXP3_high	TMEM134	other
SALL1	0.731152207	0.964594032	3.004013505	0.004094636	0.033967111	-1.983980335	NA	FOXP3_high	SALL1	other
AC068234.1	0.730820215	0.534157179	2.387638803	0.020633365	0.090070449	-3.330284412	NA	not_sig	NA	other
HCAR3	0.730435169	4.948046864	1.528886953	0.132365183	0.296385167	-5.092536584	NA	not_sig	NA	other
MT1M	-0.730379822	2.479352871	-2.581638677	0.012697121	0.066739777	-2.965140532	NA	not_sig	NA	other
CH25H	0.730357338	3.165345671	3.071403143	0.003388075	0.03055349	-1.8696161	NA	FOXP3_high	CH25H	other
CHRDL1	-0.730058955	3.088047839	-2.380240345	0.021009509	0.09104447	-3.420216869	NA	not_sig	NA	other
H3C7	-0.729850981	5.449937262	-3.77190757	4.17E-04	0.009198378	-0.090398351	NA	FOXP3_low	H3C7	other
PNOC	-0.72817016	1.298531561	-2.768000406	0.007800644	0.04975271	-2.528918827	NA	FOXP3_low	PNOC	other
ADCYAP1R1	0.726902109	1.845749951	2.639682949	0.010932866	0.060571122	-2.822205806	NA	not_sig	NA	other
PODN	0.725969943	3.434296633	2.660940794	0.010344933	0.058817058	-2.841551691	NA	not_sig	NA	other
DOCK6	0.725486788	4.31882473	3.523316654	8.99E-04	0.014181141	-0.750208322	NA	FOXP3_high	DOCK6	other
LCE3A	0.72431275	0.321785809	2.99422352	0.004208057	0.034463399	-2.004233335	NA	FOXP3_high	LCE3A	other
BCL9L	0.723545988	4.955932083	4.472486303	4.24E-05	0.003183395	2.01658996	NA	FOXP3_high	BCL9L	other
SYNPO	0.722359808	4.788179163	3.505917934	9.47E-04	0.014500055	-0.81858083	NA	FOXP3_high	SYNPO	other
IGKV2D-30	-0.722344867	0.363649224	-2.704423412	0.009231527	0.054721321	-2.663849774	NA	not_sig	NA	other
DOK6	0.721941296	2.595529361	3.373319959	0.001410839	0.018138606	-1.085521995	NA	FOXP3_high	DOK6	other
PKNOX2	0.721394009	1.556440719	2.730972157	0.008606963	0.052640801	-2.616385702	NA	not_sig	NA	other
KCNC3	0.721208227	1.374118626	4.532727179	3.46E-05	0.002916752	2.146286778	NA	FOXP3_high	KCNC3	other
CSF3R	0.720120903	5.278047051	2.798616886	0.007187173	0.047284032	-2.656799345	NA	FOXP3_high	CSF3R	other
HNRNPH3	0.719791404	5.066333109	3.08587627	0.003252033	0.02979725	-1.936414655	NA	FOXP3_high	HNRNPH3	other
MT1H	-0.719358332	2.589822111	-1.70308737	0.094534204	0.240407165	-4.595566543	NA	not_sig	NA	other
S100A2	-0.718548491	8.523105666	-2.361443164	0.02199297	0.093758929	-3.611775223	NA	not_sig	NA	other
RGMA	0.71780372	2.510414632	3.51363061	9.26E-04	0.014342163	-0.71661081	NA	FOXP3_high	RGMA	other
MRC1	0.71760196	7.279611231	3.560679	8.02E-04	0.013412772	-0.700093123	NA	FOXP3_high	MRC1	other
COL6A1	0.716996818	9.115501317	4.373106778	5.92E-05	0.003671522	1.713614934	NA	FOXP3_high	COL6A1	other
TIMP2	0.715713789	7.884401685	5.034819507	6.12E-06	0.001425145	3.803185397	NA	FOXP3_high	TIMP2	other
C1QTNF6	0.715488303	4.26819409	4.103648984	1.44E-04	0.005399613	0.908478372	NA	FOXP3_high	C1QTNF6	other
NLGN4Y	0.715131065	2.450737597	1.082425032	0.284067483	0.47885182	-5.36557063	NA	not_sig	NA	other
FAM124A	0.712811719	3.397413134	3.714332072	4.99E-04	0.010072515	-0.18993025	NA	FOXP3_high	FAM124A	other
UPK3BL2	0.712166287	1.00083917	2.240726165	0.029349452	0.112340047	-3.623204902	NA	not_sig	NA	other
MMP12	0.711758783	6.60116653	1.174407213	0.245592787	0.438056086	-5.580642931	NA	not_sig	NA	other
ANTXR1	0.710849285	7.233397845	3.997801534	2.03E-04	0.00648525	0.557261283	NA	FOXP3_high	ANTXR1	other
EPGN	-0.71051084	6.261527089	-2.022333766	0.048309809	0.155122951	-4.318674658	NA	not_sig	NA	other
SELENOP	0.709540761	6.903551177	1.782388546	0.080536027	0.217353324	-4.737642212	NA	not_sig	NA	other
APCDD1	0.709498889	5.164571488	3.069899351	0.003402512	0.030602954	-1.981773269	NA	FOXP3_high	APCDD1	other
CACNA1H	0.708559596	1.859471983	3.378586163	0.001388914	0.018005418	-1.06382774	NA	FOXP3_high	CACNA1H	other
SPARC	0.707692489	10.10779106	3.175863191	0.002514639	0.025556788	-1.660987499	NA	FOXP3_high	SPARC	other
RRAD	-0.707646444	1.619777062	-2.806978139	0.007027556	0.046511647	-2.446229166	NA	FOXP3_low	RRAD	other
LYPD3	0.706837002	6.22862411	2.172680888	0.034393295	0.12433717	-4.034297244	NA	not_sig	NA	other
KNDC1	0.706711414	0.654230591	2.625027813	0.011355812	0.062090766	-2.838194175	NA	not_sig	NA	other
GLI3	0.706484809	4.224159529	4.76872889	1.54E-05	0.001929039	2.947652052	GLI3	FOXP3_high	GLI3	WH
CTDSP2	0.706430057	7.328149554	4.254942079	8.77E-05	0.004364138	1.332772953	NA	FOXP3_high	CTDSP2	other
H2BC3	-0.704800745	4.156559216	-3.969553246	2.22E-04	0.006693986	0.520352294	NA	FOXP3_low	H2BC3	other
CCR8	0.703690415	1.20561608	4.958513751	7.99E-06	0.001520547	3.422747904	NA	FOXP3_high	CCR8	other
SEPHS2	0.702861245	4.846501521	3.59011075	7.33E-04	0.012694077	-0.587091128	NA	FOXP3_high	SEPHS2	other
CAPZB	0.702839772	7.205580911	4.058124196	1.67E-04	0.005851473	0.736795875	NA	FOXP3_high	CAPZB	other
UTP14C	-0.702709229	1.238086774	-1.39418773	0.169201445	0.345621336	-4.970779012	NA	not_sig	NA	other
WFDC1	0.701951444	2.202422345	3.052824446	0.003570529	0.031342545	-1.878269864	NA	FOXP3_high	WFDC1	other
SH2D1A	-0.701816629	5.079854383	-3.396028563	0.001318582	0.017499051	-1.124589718	SH2D1A	FOXP3_low	SH2D1A	CD
NPTX1	-0.700985094	0.880224357	-1.883733937	0.065209159	0.189819284	-4.252352978	NA	not_sig	NA	other
PCGF2	0.69947304	1.978468865	2.818558688	0.006811889	0.045603442	-2.424414441	NA	FOXP3_high	PCGF2	other
ZFHX3	0.698731976	4.948260593	5.060875284	5.59E-06	0.001421555	3.887242676	NA	FOXP3_high	ZFHX3	other
AC256203.2	-0.698618426	1.123636593	-1.533459181	0.131236826	0.294783662	-4.786180655	NA	not_sig	NA	other
GPC4	0.697704307	2.568016859	2.852087317	0.00622151	0.04296103	-2.363106331	NA	FOXP3_high	GPC4	other
TBC1D3C	0.694867538	-0.351604564	3.245141243	0.002057429	0.022614549	-1.395394275	NA	FOXP3_high	TBC1D3C	other
CD74	0.69469547	11.51268224	3.607367499	6.95E-04	0.012469214	-0.485999541	NA	FOXP3_high	CD74	other
SFRP2	0.693912766	4.826834674	1.324187592	0.191243296	0.373266634	-5.327065978	NA	not_sig	NA	other
CCL8	-0.693701514	6.074654301	-2.236938085	0.029612013	0.113117493	-3.90616533	NA	not_sig	NA	other
SERPING1	0.69338617	7.894230701	3.624330912	6.60E-04	0.012057432	-0.511187041	SERPING1	FOXP3_high	SERPING1	WH
AC243837.2	-0.692702051	0.47699619	-1.844740785	0.070785513	0.200132394	-4.311332595	NA	not_sig	NA	other
TFAP2A	0.69262907	3.681936782	2.947769709	0.004787315	0.037197263	-2.197709746	NA	FOXP3_high	TFAP2A	other
THBS1	0.690653111	9.839390331	2.955774086	0.00468248	0.036612642	-2.216395271	THBS1	FOXP3_high	THBS1	WH
